PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Year,Month,Day,DayOfWeek,Quarter,Season_encoded,AQI_lag_1,AQI_lag_3,AQI_lag_7,PM2.5_lag_1,PM10_lag_1,NO2_lag_1,AQI_rolling_7d,AQI_rolling_14d,AQI_rolling_30d,AQI_rolling_7d_std,City_encoded
59.26,158.08,14.9,23.07,37.96,49.8,1.42,5.52,24.72,2016,5,24,1,2,1,126.0,68.0,109.0,61.75,158.08,20.31,125.0,143.85714285714286,186.16666666666666,47.10272462041537,21
64.21,158.08,14.15,24.28,38.42,49.8,1.35,6.12,25.62,2016,5,25,2,2,1,137.0,221.0,132.0,59.26,158.08,23.07,129.0,138.28571428571428,181.4,46.704746368365505,21
110.88,158.08,19.43,26.51,45.94,49.8,1.48,6.34,24.77,2016,5,26,3,2,1,141.0,126.0,115.0,64.21,158.08,24.28,130.28571428571428,133.0,182.63333333333333,46.924458035280274,21
150.08,158.08,13.66,21.16,32.87,49.8,1.19,2.16,23.53,2016,5,27,4,2,1,219.0,137.0,104.0,110.88,158.08,26.51,145.14285714285714,137.92857142857142,186.2,56.71986298593179,21
242.17,158.08,14.39,18.96,31.95,49.8,1.15,9.88,28.5,2016,5,28,5,2,1,259.0,141.0,68.0,150.08,158.08,21.16,167.28571428571428,145.92857142857142,186.1,67.25750090935172,21
66.17,158.08,16.76,21.01,37.77,49.8,1.34,2.41,23.73,2016,5,29,6,2,1,494.0,219.0,221.0,242.17,158.08,18.96,228.14285714285714,171.64285714285714,191.6,127.86767713985766,21
86.67,158.08,29.12,26.19,55.31,49.8,1.9,2.42,16.17,2016,5,30,0,2,1,264.0,259.0,126.0,66.17,158.08,21.01,234.28571428571428,180.71428571428572,191.43333333333334,128.4986566540864,21
81.11,158.08,21.94,26.47,48.41,49.8,1.59,2.46,19.68,2016,5,31,1,2,1,180.0,494.0,137.0,86.67,158.08,26.19,242.0,183.5,189.93333333333334,122.3900867445291,21
68.89,158.08,17.93,20.32,38.27,49.8,1.51,5.21,19.77,2016,6,1,2,2,0,182.0,264.0,141.0,81.11,158.08,26.47,248.42857142857142,188.71428571428572,187.23333333333332,117.01973785485538,21
73.5,158.08,16.51,25.94,42.47,49.8,1.53,6.27,24.52,2016,6,2,3,2,0,147.0,180.0,219.0,68.89,158.08,20.32,249.28571428571428,189.78571428571428,181.96666666666667,116.1202168526428,21
169.52,158.08,22.7,24.6,45.14,49.8,1.73,3.39,20.01,2016,6,3,4,2,0,155.0,182.0,259.0,73.5,158.08,25.94,240.14285714285714,192.64285714285714,178.73333333333332,121.3059885460849,21
66.58,158.08,15.86,21.86,37.72,49.8,1.32,6.61,21.45,2016,6,4,5,2,0,244.0,147.0,494.0,169.52,158.08,24.6,238.0,202.64285714285714,181.63333333333333,121.0495766204906,21
56.37,158.08,15.23,20.28,35.52,49.8,1.24,6.61,21.05,2016,6,5,6,2,0,271.0,155.0,264.0,66.58,158.08,21.86,206.14285714285714,217.14285714285714,185.76666666666668,52.22843596939835,21
56.57,158.08,8.83,18.2,27.03,49.8,0.68,2.95,17.41,2016,6,6,0,2,0,128.0,244.0,180.0,56.37,158.08,20.28,186.71428571428572,210.5,181.3,52.414102064598154,21
95.61,158.08,18.95,22.83,41.79,49.8,1.44,9.38,19.87,2016,6,8,2,2,0,95.0,271.0,182.0,56.57,158.08,18.2,174.57142857142858,208.28571428571428,176.7,63.004912884782755,21
77.65,158.08,17.51,19.46,36.96,49.8,1.48,7.72,17.79,2016,6,9,3,2,0,235.0,128.0,147.0,95.61,158.08,22.83,182.14285714285714,215.28571428571428,176.86666666666667,67.09800933815305,21
74.71,158.08,13.23,15.64,28.87,49.8,1.14,4.73,16.94,2016,6,15,2,2,0,150.0,95.0,155.0,77.65,158.08,19.46,182.57142857142858,215.92857142857142,177.16666666666666,66.84523703515255,21
45.75,158.08,15.0,14.56,29.55,49.8,1.11,5.24,14.9,2016,6,19,6,2,0,134.0,235.0,244.0,74.71,158.08,15.64,179.57142857142858,209.85714285714286,174.46666666666667,68.73343956391045,21
47.5,158.08,16.72,18.23,34.95,49.8,1.26,5.35,16.37,2016,6,20,0,2,0,119.0,150.0,271.0,45.75,158.08,14.56,161.71428571428572,199.85714285714286,171.26666666666668,65.35980998981543,21
46.67,158.08,12.22,16.74,28.97,49.8,1.05,11.76,15.15,2016,6,21,1,2,0,121.0,134.0,128.0,47.5,158.08,18.23,140.28571428571428,173.21428571428572,170.3,44.965595313581424,21
39.48,158.08,14.85,13.03,27.88,49.8,1.46,2.01,14.84,2016,6,22,2,2,0,123.0,119.0,95.0,46.67,158.08,16.74,139.57142857142858,163.14285714285714,169.5,45.232205130331586,21
67.86,158.08,12.39,22.48,34.87,49.8,0.91,2.42,20.88,2016,6,23,3,2,0,128.0,121.0,235.0,39.48,158.08,13.03,144.28571428571428,159.42857142857142,169.3,41.36711369237779,21
48.93,158.08,12.85,15.2,28.03,49.8,1.3,7.34,15.19,2016,6,24,4,2,0,102.0,123.0,150.0,67.86,158.08,22.48,125.28571428571429,153.71428571428572,168.13333333333333,14.716366011058632,21
57.6,158.08,15.69,23.22,38.91,49.8,1.19,2.25,19.63,2016,6,25,5,2,0,139.0,128.0,134.0,48.93,158.08,15.2,123.71428571428571,153.14285714285714,168.06666666666666,11.968211864690076,21
96.77,158.08,17.02,17.54,34.56,49.8,1.26,6.12,12.45,2016,6,26,6,2,0,80.0,102.0,119.0,57.6,158.08,23.22,116.0,147.78571428571428,167.1,19.356308187944286,21
68.22,158.08,22.29,22.89,45.18,49.8,1.21,2.22,10.68,2016,6,27,0,2,0,238.0,139.0,121.0,96.77,158.08,17.54,133.0,147.35714285714286,170.63333333333333,50.16638981097485,21
83.29,158.08,15.28,20.03,34.99,49.8,0.9,2.06,11.55,2016,6,28,1,2,0,127.0,80.0,123.0,68.22,158.08,22.89,133.85714285714286,137.07142857142858,171.03333333333333,49.97809043780623,21
43.12,158.08,27.69,23.34,51.03,49.8,1.4,6.69,9.78,2016,6,29,2,2,0,202.0,238.0,128.0,83.29,158.08,20.03,145.14285714285714,142.35714285714286,174.3,55.70885199388161,21
45.54,158.08,28.05,20.88,48.93,49.8,0.6,2.11,7.78,2016,6,30,3,2,0,139.0,127.0,102.0,43.12,158.08,23.34,146.71428571428572,145.5,176.66666666666666,55.29832512748264,21
36.96,158.08,53.86,47.22,101.07,49.8,1.37,6.31,9.91,2016,7,2,5,3,0,85.0,202.0,139.0,45.54,158.08,20.88,144.28571428571428,134.78571428571428,172.13333333333333,57.90139401233311,21
32.14,158.08,46.55,25.72,72.27,49.8,0.51,1.93,9.23,2016,7,3,6,3,0,136.0,139.0,80.0,36.96,158.08,47.22,143.85714285714286,133.78571428571428,172.46666666666667,57.95811295360532,21
37.95,158.08,35.86,28.08,57.94,49.8,1.3,6.38,8.29,2016,7,5,1,3,0,130.0,85.0,238.0,32.14,158.08,25.72,151.0,133.5,172.23333333333332,51.49757275833509,21
44.45,158.08,63.27,52.11,120.47,49.8,1.41,6.36,10.7,2016,7,6,2,3,0,127.0,136.0,127.0,37.95,158.08,28.08,135.14285714285714,134.07142857142858,171.76666666666668,34.541900022188585,21
43.0,158.08,40.31,37.87,78.18,49.8,1.27,7.29,11.75,2016,7,7,3,3,0,146.0,130.0,202.0,44.45,158.08,52.11,137.85714285714286,135.85714285714286,169.33333333333334,34.541900022188585,21
49.11,158.08,63.27,35.89,120.47,49.8,2.61,18.06,15.71,2016,7,8,4,3,0,157.0,127.0,139.0,43.0,158.08,37.87,131.42857142857142,138.28571428571428,165.93333333333334,22.809772341821567,21
39.08,158.08,15.29,13.49,28.78,49.8,1.3,6.3,12.8,2016,7,10,6,3,0,94.0,146.0,85.0,49.11,158.08,35.89,125.0,135.85714285714286,152.6,26.38181191654608,21
35.0,158.08,17.98,15.23,33.21,49.8,1.32,6.17,9.73,2016,7,11,0,3,0,137.0,157.0,136.0,39.08,158.08,13.49,132.42857142857142,138.35714285714286,148.36666666666667,19.72187569559232,21
32.0,158.08,14.44,11.7,26.15,49.8,1.24,8.15,11.44,2016,7,12,1,3,0,117.0,94.0,130.0,35.0,158.08,15.23,129.71428571428572,136.78571428571428,146.26666666666668,20.442719043825253,21
59.33,158.08,14.71,15.22,29.93,49.8,1.26,5.45,12.99,2016,7,14,3,3,0,113.0,137.0,127.0,32.0,158.08,11.7,127.28571428571429,139.14285714285714,143.96666666666667,21.390919301690655,21
40.91,158.08,13.14,11.82,24.96,49.8,1.26,1.82,13.37,2016,7,15,4,3,0,140.0,117.0,146.0,59.33,158.08,15.22,129.14285714285714,132.14285714285714,143.73333333333332,21.919767117289457,21
37.83,158.08,12.02,11.57,23.63,49.8,1.12,6.23,10.44,2016,7,18,0,3,0,128.0,113.0,157.0,40.91,158.08,11.82,126.57142857142857,132.21428571428572,142.83333333333334,20.630536774865085,21
42.11,158.08,10.16,11.83,21.99,49.8,1.06,6.08,9.13,2016,7,19,1,3,0,124.0,140.0,94.0,37.83,158.08,11.57,121.85714285714286,126.64285714285714,138.83333333333334,15.699560200088493,21
49.88,158.08,14.58,15.79,30.37,49.8,1.32,6.21,11.03,2016,7,20,2,3,0,122.0,128.0,137.0,42.11,158.08,11.83,125.85714285714286,125.42857142857143,133.86666666666667,9.923517041664383,21
58.33,158.08,8.17,16.29,24.46,49.8,0.75,2.15,11.39,2016,7,21,3,3,0,117.0,124.0,117.0,49.88,158.08,15.79,123.0,127.71428571428571,133.5,9.018499505646476,21
56.72,158.08,15.93,17.69,33.62,49.8,0.94,2.13,9.52,2016,7,22,4,3,0,108.0,122.0,113.0,58.33,158.08,16.29,121.71428571428571,125.71428571428571,133.93333333333334,10.531132982959337,21
43.43,158.08,6.75,11.39,18.15,49.8,0.54,2.02,9.68,2016,7,23,5,3,0,94.0,117.0,140.0,56.72,158.08,17.69,119.0,123.14285714285714,129.23333333333332,14.75353065088754,21
46.0,158.08,26.31,13.84,40.15,49.8,1.9,8.59,8.86,2016,7,25,0,3,0,81.0,108.0,128.0,43.43,158.08,11.39,110.57142857142857,119.85714285714286,126.93333333333334,17.376777058833163,21
42.62,158.08,16.63,13.72,29.73,49.8,1.26,6.76,8.75,2016,7,26,1,3,0,179.0,94.0,124.0,46.0,158.08,13.84,117.85714285714286,122.21428571428571,128.43333333333334,31.141764943714016,21
40.43,158.08,9.65,12.21,21.86,49.8,0.69,2.0,9.03,2016,7,27,2,3,0,124.0,81.0,122.0,42.62,158.08,13.72,117.85714285714286,119.85714285714286,128.6,31.141764943714016,21
64.13,158.08,28.17,19.68,47.85,49.8,1.15,2.36,8.43,2016,7,28,3,3,0,65.0,179.0,117.0,40.43,158.08,12.21,109.71428571428571,117.78571428571429,126.73333333333333,36.81355857884571,21
44.97,158.08,5.58,6.45,10.71,49.8,0.82,2.2,10.54,2016,7,29,4,3,0,95.0,124.0,108.0,64.13,158.08,19.68,106.57142857142857,114.78571428571429,125.8,37.02637412645734,21
54.18,158.08,7.07,11.76,17.63,49.8,0.93,2.18,7.71,2016,7,30,5,3,0,88.0,65.0,94.0,44.97,158.08,6.45,103.71428571428571,112.71428571428571,124.46666666666667,37.66392741830619,21
53.0,158.08,14.1,18.64,32.73,49.8,1.02,1.68,9.54,2016,7,31,6,3,0,86.0,95.0,81.0,54.18,158.08,11.76,102.57142857142857,110.78571428571429,123.93333333333334,38.126356338090524,21
41.62,158.08,16.36,14.88,29.4,49.8,0.96,2.28,7.94,2016,8,1,0,3,0,93.0,88.0,179.0,53.0,158.08,18.64,104.28571428571429,107.42857142857143,122.4,37.254593836260916,21
191.41,158.08,27.07,15.6,41.97,49.8,1.09,2.34,6.91,2016,8,2,1,3,0,84.0,86.0,124.0,41.62,158.08,14.88,90.71428571428571,104.28571428571429,122.53333333333333,17.64194136817429,21
30.09,158.08,40.33,13.29,52.93,49.8,2.11,21.48,7.66,2016,8,3,2,3,0,228.0,93.0,65.0,191.41,158.08,15.6,105.57142857142857,111.71428571428571,122.2,54.86607070208074,21
26.99,158.08,10.6,11.28,21.89,49.8,0.81,0.98,10.34,2016,8,4,3,3,0,294.0,84.0,95.0,30.09,158.08,13.29,138.28571428571428,124.0,127.76666666666667,86.05175629761881,21
68.36,158.08,10.02,12.18,22.19,49.8,1.27,2.76,9.18,2016,8,5,4,3,0,73.0,228.0,88.0,26.99,158.08,11.28,135.14285714285714,120.85714285714286,123.46666666666667,88.26933890358649,21
78.82,158.08,9.19,10.46,19.78,49.8,0.83,0.86,5.0,2016,8,6,5,3,0,166.0,294.0,86.0,68.36,158.08,12.18,146.28571428571428,125.0,124.36666666666666,86.22589380171586,21
26.13,158.08,7.7,9.8,17.5,49.8,1.11,2.57,5.93,2016,8,7,6,3,0,153.0,73.0,93.0,78.82,158.08,10.46,155.85714285714286,129.21428571428572,126.63333333333334,82.03541627741976,21
33.32,158.08,20.84,11.75,32.6,49.8,0.84,1.03,12.35,2016,8,8,0,3,0,111.0,166.0,84.0,26.13,158.08,9.8,158.42857142857142,131.35714285714286,125.8,79.99345211298487,21
46.89,158.08,34.4,17.22,51.63,49.8,1.7,5.61,6.43,2016,8,9,1,3,0,60.0,153.0,228.0,33.32,158.08,11.75,155.0,122.85714285714286,123.46666666666667,84.12292592787468,21
80.32,158.08,22.91,16.43,39.35,49.8,1.0,0.79,6.92,2016,8,10,2,3,0,134.0,111.0,294.0,46.89,158.08,17.22,141.57142857142858,123.57142857142857,123.7,77.79215286659102,21
24.8,158.08,30.05,14.65,44.7,49.8,1.48,5.84,5.35,2016,8,11,3,3,0,185.0,60.0,73.0,80.32,158.08,16.43,126.0,132.14285714285714,125.0,47.01772715334804,21
35.8,158.08,36.12,24.01,60.15,49.8,1.43,0.83,10.7,2016,8,12,4,3,0,123.0,134.0,166.0,24.8,158.08,14.65,133.14285714285714,134.14285714285714,123.86666666666666,41.04237067319829,21
36.83,158.08,16.51,19.66,36.16,49.8,0.93,0.61,9.73,2016,8,13,5,3,0,63.0,185.0,153.0,35.8,158.08,24.01,118.42857142857143,132.35714285714286,122.83333333333333,45.51870363875046,21
92.47,158.08,13.65,17.36,31.04,49.8,1.23,5.19,10.2,2016,8,14,6,3,0,65.0,123.0,111.0,36.83,158.08,19.66,105.85714285714286,130.85714285714286,120.43333333333334,46.52034885018456,21
53.8,158.08,11.35,15.2,26.55,49.8,1.25,5.87,12.75,2016,8,15,0,3,0,189.0,63.0,60.0,92.47,158.08,17.36,117.0,137.71428571428572,122.83333333333333,56.27610505356615,21
29.83,158.08,16.68,17.18,33.86,49.8,1.21,4.74,12.14,2016,8,16,1,3,0,135.0,65.0,134.0,53.8,158.08,15.2,127.71428571428571,141.35714285714286,123.56666666666666,50.453656245820724,21
31.27,158.08,35.73,18.74,54.47,49.8,1.59,5.76,7.98,2016,8,17,2,3,0,116.0,189.0,185.0,29.83,158.08,17.18,125.14285714285714,133.35714285714286,122.76666666666667,50.53852844259389,21
26.0,158.08,16.77,13.79,30.51,49.8,1.14,7.79,9.23,2016,8,18,3,3,0,119.0,135.0,123.0,31.27,158.08,18.74,115.71428571428571,120.85714285714286,122.46666666666667,43.12274838842535,21
39.17,158.08,14.08,14.48,28.56,49.8,1.09,0.92,14.17,2016,8,19,4,3,0,124.0,116.0,63.0,26.0,158.08,13.79,115.85714285714286,124.5,122.46666666666667,43.15255330965794,21
55.21,158.08,12.14,17.58,29.72,49.8,1.18,1.89,13.93,2016,8,20,5,3,0,102.0,119.0,65.0,39.17,158.08,14.48,121.42857142857143,119.92857142857143,121.8,37.3133449892358,21
41.88,158.08,10.81,14.53,25.4,49.8,1.02,1.93,14.54,2016,8,21,6,3,0,124.0,124.0,189.0,55.21,158.08,17.58,129.85714285714286,117.85714285714286,122.03333333333333,27.925069808498954,21
25.35,158.08,16.19,13.83,30.03,49.8,1.04,1.86,12.11,2016,8,22,0,3,0,126.0,102.0,135.0,41.88,158.08,14.53,120.85714285714286,118.92857142857143,122.63333333333334,10.237652260627833,21
45.04,158.08,15.03,18.24,33.27,49.8,1.11,2.7,15.48,2016,8,23,1,3,0,106.0,124.0,116.0,25.35,158.08,13.83,116.71428571428571,122.21428571428571,123.03333333333333,9.393513466116326,21
65.56,158.08,18.52,18.47,37.05,49.8,1.25,2.08,14.9,2016,8,24,2,3,0,103.0,126.0,119.0,45.04,158.08,18.24,114.85714285714286,120.0,123.76666666666667,10.745984853711809,21
83.62,158.08,13.6,33.45,47.05,49.8,1.03,2.98,17.26,2016,8,25,3,3,0,133.0,106.0,124.0,65.56,158.08,18.47,116.85714285714286,116.28571428571429,122.23333333333333,12.759683530932003,21
47.9,158.08,15.9,24.67,40.57,49.8,1.3,2.43,19.15,2016,8,26,4,3,0,125.0,103.0,102.0,83.62,158.08,33.45,117.0,116.42857142857143,122.26666666666667,12.858201014657801,21
38.57,158.08,25.2,23.07,48.28,49.8,1.66,9.27,17.78,2016,8,27,5,3,0,166.0,133.0,124.0,47.9,158.08,24.67,126.14285714285714,123.78571428571429,125.63333333333334,20.747920148202958,21
36.43,158.08,21.22,19.98,41.2,49.8,0.98,2.67,17.52,2016,8,28,6,3,0,73.0,125.0,126.0,38.57,158.08,23.07,118.85714285714286,124.35714285714286,124.9,28.956453347677172,21
54.38,158.08,12.93,25.4,38.33,49.8,0.98,2.22,11.25,2016,8,29,0,3,0,72.0,166.0,106.0,36.43,158.08,19.98,111.14285714285714,116.0,124.36666666666666,33.563018196762386,21
42.94,158.08,24.44,21.95,46.4,49.8,1.3,5.86,8.69,2016,8,30,1,3,0,84.0,73.0,103.0,54.38,158.08,25.4,108.0,112.35714285714286,124.3,35.11884584284263,21
51.75,158.08,16.99,17.66,34.65,49.8,1.2,5.99,10.13,2016,8,31,2,3,0,120.0,72.0,133.0,42.94,158.08,21.95,110.42857142857143,112.64285714285714,125.2,35.30277204817954,21
35.06,158.08,16.39,14.25,30.64,49.8,1.53,10.17,13.91,2016,9,1,3,3,0,127.0,84.0,125.0,51.75,158.08,17.66,109.57142857142857,113.21428571428571,126.63333333333334,34.731624123926686,21
38.8,158.08,10.16,13.13,23.29,49.8,0.89,2.27,13.56,2016,9,2,4,3,0,133.0,120.0,166.0,35.06,158.08,14.25,110.71428571428571,113.85714285714286,123.46666666666667,35.44815127156057,21
26.06,158.08,14.5,14.57,29.03,49.8,1.1,5.14,13.57,2016,9,3,5,3,0,99.0,127.0,73.0,38.8,158.08,13.13,101.14285714285714,113.64285714285714,116.96666666666667,25.75156028559954,21
45.36,158.08,9.04,17.56,26.61,49.8,0.79,2.11,15.97,2016,9,4,6,3,0,113.0,133.0,72.0,26.06,158.08,14.57,106.85714285714286,112.85714285714286,118.3,22.72611252449926,21
76.12,158.08,29.89,22.33,52.14,49.8,1.72,6.78,12.04,2016,9,5,0,3,0,62.0,99.0,84.0,45.36,158.08,17.56,105.42857142857143,108.28571428571429,114.83333333333333,25.43525861776114,21
43.17,158.08,38.83,20.19,59.0,49.8,1.57,5.72,10.53,2016,9,6,1,3,0,142.0,113.0,120.0,76.12,158.08,22.33,113.71428571428571,110.85714285714286,114.46666666666667,26.70651784186977,21
81.48,158.08,37.1,20.37,57.47,49.8,1.23,2.19,10.1,2016,9,7,2,3,0,144.0,62.0,127.0,43.17,158.08,20.19,117.14285714285714,113.78571428571429,115.56666666666666,29.082804607010267,21
99.07,158.08,42.21,20.45,62.66,49.8,1.88,20.72,10.95,2016,9,8,3,3,0,158.0,142.0,133.0,81.48,158.08,20.37,121.57142857142857,115.57142857142857,118.83333333333333,32.93861534661704,21
48.54,158.08,18.13,17.66,35.79,49.8,1.24,11.43,12.1,2016,9,9,4,3,0,202.0,144.0,99.0,99.07,158.08,20.45,131.42857142857142,121.07142857142857,121.1,45.03279228464961,21
97.21,158.08,27.86,21.84,49.64,49.8,1.13,2.95,8.46,2016,9,10,5,3,0,135.0,158.0,113.0,48.54,158.08,17.66,136.57142857142858,118.85714285714286,119.43333333333334,42.70775551293229,21
91.08,158.08,20.86,16.8,37.66,49.8,1.22,2.86,10.47,2016,9,11,6,3,0,204.0,202.0,62.0,97.21,158.08,21.84,149.57142857142858,128.21428571428572,122.13333333333334,47.874339483197055,21
31.62,158.08,20.94,18.12,39.07,49.8,0.87,2.58,10.36,2016,9,12,0,3,0,214.0,135.0,142.0,91.08,158.08,16.8,171.28571428571428,138.35714285714286,127.16666666666667,33.99369689473994,21
40.96,158.08,26.86,15.45,42.3,49.8,2.05,4.76,10.07,2016,9,13,1,3,0,84.0,204.0,144.0,31.62,158.08,18.12,163.0,138.35714285714286,127.8,46.92902442341365,21
40.93,158.08,23.54,16.43,39.98,49.8,1.64,10.25,13.07,2016,9,14,2,3,0,155.0,214.0,158.0,40.96,158.08,15.45,164.57142857142858,140.85714285714286,126.66666666666667,46.36757898523928,21
87.32,158.08,15.29,17.48,32.79,49.8,1.14,6.36,13.38,2016,9,15,3,3,0,124.0,84.0,202.0,40.93,158.08,16.43,159.71428571428572,140.64285714285714,126.3,48.88324281971737,21
97.75,158.08,36.94,22.36,59.31,49.8,1.67,3.11,8.33,2016,9,16,4,3,0,186.0,155.0,135.0,87.32,158.08,17.48,157.42857142857142,144.42857142857142,128.63333333333333,46.9107562038715,21
35.55,158.08,13.16,14.93,28.09,49.8,0.76,3.36,9.79,2016,9,17,5,3,0,194.0,124.0,204.0,97.75,158.08,22.36,165.85714285714286,151.21428571428572,131.13333333333333,47.505889359210464,21
89.06,158.08,15.43,16.34,31.78,49.8,1.21,3.44,10.75,2016,9,18,6,3,0,110.0,186.0,214.0,35.55,158.08,14.93,152.42857142857142,151.0,130.66666666666666,48.20738927749978,21
61.78,158.08,7.07,16.08,23.12,49.8,0.8,2.68,21.51,2016,9,19,0,3,0,168.0,194.0,84.0,89.06,158.08,16.34,145.85714285714286,158.57142857142858,132.86666666666667,41.013934914159066,21
71.62,158.08,23.06,18.75,41.81,49.8,1.13,6.01,13.78,2016,9,21,2,3,0,138.0,110.0,155.0,61.78,158.08,16.08,153.57142857142858,158.28571428571428,133.33333333333334,31.3892611299746,21
38.36,158.08,34.92,17.58,52.53,49.8,1.16,6.3,12.79,2016,9,22,3,3,0,192.0,168.0,124.0,71.62,158.08,18.75,158.85714285714286,161.71428571428572,135.53333333333333,34.619014868655796,21
47.46,158.08,19.48,16.75,36.24,49.8,1.17,6.08,16.3,2016,9,23,4,3,0,105.0,138.0,186.0,38.36,158.08,17.58,156.14285714285714,157.92857142857142,135.5,38.35113458308038,21
36.96,158.08,27.54,16.64,44.18,49.8,1.24,6.2,10.99,2016,9,24,5,3,0,126.0,192.0,194.0,47.46,158.08,16.75,147.57142857142858,152.5,136.26666666666668,37.255232933809445,21
120.7,158.08,13.4,14.21,27.61,49.8,0.58,1.78,9.73,2016,9,25,6,3,0,117.0,105.0,110.0,36.96,158.08,16.64,136.57142857142858,151.21428571428572,135.73333333333332,32.29993365760574,21
51.86,158.08,36.13,20.89,57.02,49.8,1.44,6.88,12.75,2016,9,27,1,3,0,152.0,126.0,168.0,120.7,158.08,14.21,142.57142857142858,147.5,136.63333333333333,30.385616898225603,21
79.44,158.08,40.65,19.94,60.59,49.8,1.46,5.83,10.24,2016,9,28,2,3,0,134.0,117.0,138.0,51.86,158.08,20.89,137.71428571428572,141.78571428571428,135.56666666666666,28.28847990327712,21
35.66,158.08,40.37,20.77,61.05,49.8,1.07,2.23,9.71,2016,9,29,3,3,0,187.0,152.0,192.0,79.44,158.08,19.94,144.71428571428572,149.14285714285714,139.36666666666667,33.88074323129263,21
105.85,158.08,29.97,16.8,46.78,49.8,1.41,6.96,9.91,2016,9,30,4,3,0,95.0,134.0,105.0,35.66,158.08,20.77,130.85714285714286,144.85714285714286,140.13333333333333,31.03454296655381,21
52.04,158.08,28.51,23.18,51.7,49.8,1.13,2.34,12.68,2016,10,1,5,4,2,201.0,187.0,126.0,105.85,158.08,16.8,144.57142857142858,150.35714285714286,144.03333333333333,38.10886660982892,21
242.17,158.08,23.78,22.01,45.78,49.8,1.05,2.38,9.42,2016,10,2,6,4,2,146.0,95.0,117.0,52.04,158.08,23.18,147.42857142857142,147.5,144.9,37.22390425007924,21
121.02,158.08,34.85,20.87,55.73,49.8,1.56,5.08,13.92,2016,10,3,0,4,2,102.0,201.0,152.0,242.17,158.08,22.01,145.28571428571428,140.92857142857142,144.06666666666666,39.62202369774645,21
91.71,158.08,31.3,26.71,58.02,49.8,1.61,9.15,11.65,2016,10,4,1,4,2,393.0,146.0,134.0,121.02,158.08,20.87,179.71428571428572,161.14285714285714,152.73333333333332,102.0126042632549,21
115.54,158.08,32.5,21.09,53.63,49.8,1.86,15.48,10.73,2016,10,5,2,4,2,207.0,102.0,187.0,91.71,158.08,26.71,190.14285714285714,163.92857142857142,156.33333333333334,100.27699731481898,21
69.0,158.08,44.41,24.43,68.87,49.8,2.43,36.16,11.68,2016,10,6,3,4,2,241.0,393.0,95.0,115.54,158.08,21.09,197.85714285714286,171.28571428571428,160.6,102.05624033088918,21
65.46,158.08,29.26,20.97,50.25,49.8,1.49,7.43,11.09,2016,10,7,4,4,2,258.0,207.0,201.0,69.0,158.08,24.43,221.14285714285714,176.0,167.13333333333333,92.85728937717391,21
48.71,158.08,22.62,17.22,39.65,49.8,0.85,6.1,10.34,2016,10,8,5,4,2,162.0,241.0,146.0,65.46,158.08,20.97,215.57142857142858,180.07142857142858,167.8,95.40240587961642,21
48.71,158.08,22.62,17.22,39.65,49.8,0.85,6.1,10.34,2016,10,9,6,4,2,104.0,258.0,102.0,48.71,158.08,17.22,209.57142857142858,178.5,166.46666666666667,101.62489383816876,21
103.94,158.08,6.29,14.7,20.99,49.8,1.14,5.19,23.7,2016,10,12,2,4,2,92.0,162.0,393.0,48.71,158.08,17.22,208.14285714285714,176.71428571428572,164.26666666666668,103.44310605582284,21
114.1,158.08,7.77,15.32,23.09,49.8,1.02,4.96,22.08,2016,10,13,3,4,2,195.0,104.0,207.0,103.94,158.08,14.7,179.85714285714286,179.78571428571428,164.03333333333333,64.03496068926889,21
133.66,158.08,11.96,21.0,32.97,49.8,1.33,6.62,26.4,2016,10,14,4,4,2,302.0,92.0,241.0,114.1,158.08,15.32,193.42857142857142,191.78571428571428,169.6,79.05242383561516,21
133.25,158.08,16.89,24.85,41.75,49.8,1.3,6.25,25.06,2016,10,15,5,4,2,284.0,195.0,258.0,133.66,158.08,21.0,199.57142857142858,198.71428571428572,172.26666666666668,84.82502999873172,21
133.25,158.08,16.89,24.85,41.75,49.8,0.86,1.37,36.58,2016,10,16,6,4,2,310.0,302.0,162.0,133.25,158.08,24.85,207.0,214.07142857142858,175.46666666666667,92.70562730133136,21
122.43,158.08,20.12,31.12,51.24,49.8,1.47,5.28,17.43,2016,10,19,2,4,2,243.0,284.0,104.0,133.25,158.08,24.85,218.57142857142858,217.07142857142858,180.76666666666668,91.19549905351181,21
112.42,158.08,12.25,26.08,38.34,49.8,1.27,6.62,26.28,2016,10,20,3,4,2,309.0,310.0,92.0,122.43,158.08,31.12,247.85714285714286,228.71428571428572,185.9,80.56762908974599,21
112.0,158.08,9.56,21.45,31.01,49.8,1.22,5.6,25.57,2016,10,21,4,4,2,287.0,243.0,195.0,112.42,158.08,26.08,275.7142857142857,241.92857142857142,191.33333333333334,42.33876980465373,21
116.23,158.08,11.17,20.81,30.07,49.8,1.27,5.24,26.54,2016,10,22,5,4,2,276.0,309.0,302.0,112.0,158.08,21.45,287.2857142857143,233.57142857142858,194.33333333333334,23.464258534448895,21
149.04,158.08,8.35,18.9,27.26,49.8,1.14,5.11,24.98,2016,10,23,6,4,2,273.0,287.0,284.0,116.23,158.08,20.81,283.14285714285717,238.28571428571428,196.96666666666667,22.988610016184523,21
